F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
USA,-70.78,209.73,Low,16424.85,37.29,-269.61,-10.34,-63.91,61.5,36.45,-1399.59,21.63,918.44,-8.52,649.81,-26.18,257.4,285.84,5,4483.66,5,-1603.08,52.41,4268.06,-114.98,171.54,-2167.28,40.74,14.46,21878.44,7.95,-1330.31,-2383.2,96.95
USA,-67.16,202.32,Medium,16456.92,3.27,-288.36,-8.29,-83.54,61.56,-167.7,-214.77,22.79,2116.04,1.46,368.2,-27.67,380.28,285.46,2,648.86,3,-392.3,0.26,3425.46,-1097.26,176.88,-1423.22,46.06,11.46,19934.14,17.19,-1682.86,-762.88,262.22
Europe,-71.28,384.51,Low,30857.91,14.22,-176.13,-6.58,-42.89,51.12,1392.69,-2406.42,26.75,572.36,-5.64,214.39,-29.03,322.32,233.52,2,2961.77,2,-1486.42,0.46,3325.4,-15.76,148.29,-2500.74,47.92,6.7,19128.76,26.07,-1915.57,-1674.3,-8.93
Rest,-73.32,130.2,Very high,26102.97,22.05,-160.38,-9.14,-129.69,61.68,883.86,-491.37,20.93,1179.3,-4.24,235.64,-32.89,80.13,294.22,8,3237.37,5,-635.32,32.88,4378.54,602.28,59.94,-2206.3,54.28,13.56,18265.59,7.68,-1716.38,-2592.86,76.89
USA,-64.52,257.91,Low,15814.98,5.7,-186.15,-12.52,-16.17,57.66,-1.62,-1781.64,32.03,1558.88,-11.76,270.33,-25.47,133.5,302.48,3,812.13,5,-1483.2,0.9,4218.94,167.4,173.73,-3646.16,46.82,6.92,13386.86,11.46,-2186.96,-2795.82,118.03
Rest,-52.18,235.74,Very high,13330.59,-24.3,-350.64,-10.62,-48.29,54.87,1489.08,-1113.93,18.72,1867.06,-4.84,404.9,-27.48,110.46,313.44,3,8225.22,5,-1485.36,1.13,2820.78,-0.8,-11.61,-1827.32,48.26,2,17595.91,8.7,-2107.22,-2173.2,213.19
Europe,-69.44,167.82,Very low,33366.39,-9.75,-346.41,-9.65,-57.21,45.9,130.8,-1168.68,23.99,1563.92,-12.26,569.2,-19.2,39.9,352.8,5,953.79,4,-928.96,2.97,5265.66,-905.36,78.57,-2582.8,48.24,2.58,15641.28,15.27,-1983.06,-2251.7,-8.93
Europe,-61.98,141.72,Medium,19656.66,6.6,-312.18,-4.53,-80.07,54.33,136.08,-1756.08,22.03,1158.36,-5.94,26.82,-22.84,21.24,288.4,4,1990.92,5,-2666.36,0,4797.04,194.28,110.43,-1760.3,49.5,3.62,24915.44,17.94,-1737.85,-2591.68,102.5
UK,-66.08,206.07,Very high,32124.39,5.97,-330.45,-7.12,-70.25,54.81,152.82,-2384.55,21.82,2046.9,-4.44,-316.15,-22.13,175.83,291.76,2,6562.85,6,-1320.64,0.01,4204.58,-284.86,131.49,-1310.68,47.42,7.62,18641.02,6.63,-785.61,-2246.16,735.62
Europe,-62.28,164.58,Medium,25867.98,24.27,-256.11,-11.11,-75.92,55.59,-948.51,-2259.42,27.14,1581.5,-8.48,43.88,-26.62,301.8,168.98,3,428.32,7,-1656.16,0.04,4089.02,-175.94,128.01,-1594.98,51.12,3.8,22006.73,11.88,-1436.98,-2385.1,425.77
Europe,-54.2,93.96,Low,13252.05,17.01,-201.63,-4.77,-86.12,36.75,-713.46,965.7,25.75,960.24,-7.64,584.79,-25.28,179.19,267.88,3,775.77,4,-1409,11.36,4026.08,468.18,98.01,-1785.82,41.86,3.52,14702.37,9.72,-1884.47,-1864.36,256.34
Europe,-69.44,246.51,Very low,6371.1,2.82,-339.12,-9.43,-65,72.15,677.46,-1465.74,18.02,862.58,-9.68,506.27,-24.82,259.56,266.92,2,7936.28,3,-801.86,0.03,4694.02,-1038.98,71.19,-1897.26,49.5,16.02,13111.32,3.3,-2040.08,-1412.08,171.82
USA,-65.58,229.2,Medium,32310.72,5.19,-206.73,-6.36,-73.18,50.67,958.23,-2562.39,25.79,1306.04,6.08,29.24,-26.48,305.79,305.26,5,-1656.59,3,-1003.98,1.46,3566.04,457.22,154.32,-1008.7,45.94,6.6,18376.1,26.49,-2055.96,-1076.8,55.41
UK,-65.12,134.52,Very low,13704.33,-4.89,-417.48,-2.89,-66.63,41.82,2608.11,-3571.2,23.89,1056.62,-2.92,187.55,-30.34,361.11,291.7,2,474.32,5,-2283.66,0.66,4243.58,-380.84,231.6,-3328.2,27.66,6.36,10350.38,14.16,-2569.58,-2433.72,458.12
UK,-65.7,281.94,Very high,8244.93,-6.12,-232.2,-12.84,-143.71,45.75,1377.24,-2438.34,23.97,1438.18,-11.1,366.1,-26.41,148.71,331.7,7,-228.03,4,-1468.6,6.27,3382.4,-1233.22,143.16,-2784.88,51.7,15.04,23133.86,21.69,-1941.56,-2238.94,-8.93
Europe,-73.24,243.57,Very low,24163.38,8.94,-230.31,-8.85,-109.03,53.01,700.17,-1784.34,21.92,2265.5,-3.04,-130.62,-26.47,296.04,290.06,4,5708.28,6,-289.6,0.75,3443.08,-1696.62,204.9,-3042.26,53.36,9.48,11805.28,10.59,-2030.61,-2943.46,205.36
USA,-69.62,301.11,Medium,26867.61,1.62,-335.82,-8.35,-76.79,47.85,-3.81,-647.7,21.14,2123,-7.48,359.58,-26.62,229.35,347.18,2,3207.32,4,-2261.42,11.1,4022.02,-314.42,38.37,-2535.42,39.18,5.98,16645.33,14.43,-2244.08,-2012.46,156.15
Rest,-74.28,180.51,Very high,13361.04,28.41,-224.01,-10.01,-35.37,71.97,-1239.42,-3370.92,23.77,1540.62,1.7,522.99,-29.51,224.19,326.1,6,1135.72,3,-1112.44,0.22,3934.18,476.58,123.27,-2774.98,49.82,3.6,18414.68,17.43,-953.43,-2567.02,90.48
USA,-65.94,99.81,Very high,39939.3,14.31,-244.95,-5.41,-114.37,47.64,-652.56,-2548.5,22.96,1286.92,-5.18,-63.25,-26.08,323.43,331.56,5,5776.56,4,-3301.26,1.04,3945.94,-155.2,125.43,-1910.46,33.44,19.58,18263.06,15.24,-1691.5,-1493.48,87.44
USA,-66.9,255.81,Low,19099.53,28.26,-271.44,-5.6,-105.02,63.93,-960.93,-1886.22,26.52,2079.7,-9.12,388.5,-25.65,38.13,297.98,5,8356.72,6,-2251.9,118.53,4367.62,-1691.12,148.14,-2444.8,48.26,1.62,16579.09,12.09,-2415.89,-1969.66,43.54
Europe,-71.96,230.58,High,19129.89,-12.78,-189.99,-10.08,-6.12,52.23,-245.31,-1594.8,28.67,791,-14.1,306.34,-23.26,95.1,205.44,2,8963.58,7,-1504.82,0.04,4486.04,-283.92,150.72,-2075.84,47.9,9.78,16661.71,22.5,-1882.91,-2594.34,51.61
USA,-41.62,150.33,Low,23320.05,2.67,-327.57,-7.52,-74.58,68.1,305.52,-1509.9,16.98,1293.36,0.1,66.33,-23.29,8.34,333.26,7,149.34,8,-1654.06,0.9,3242.16,-760.18,155.85,-2292.22,29.06,5.32,19513.12,3.6,-1732.7,-2149.68,342.94
USA,-77.88,41.4,High,29491.8,0.33,-363.87,-8.34,-96.02,60.54,-519.33,-1483.77,15.01,1546.68,-5.84,536.04,-27.4,184.14,313.3,4,1518.34,2,-838.66,0.01,2616.34,-696.22,236.28,-2849.06,44.9,10.14,21714.64,13.2,-1663.37,-2030.92,79.37
USA,-70.14,209.91,Very low,24301.47,2.94,-318.57,-13.76,-48.14,57.63,858.57,-2129.37,23.61,1248,-2.84,327.35,-22.03,132.45,316.2,2,1052.78,5,-448.16,0.94,4342.74,-948.86,182.13,-3090.44,53.56,9.22,8342.16,32.94,-1805.84,-2780.42,-8.93
UK,-73.82,197.97,Low,29720.64,-10.41,-199.62,-9.75,-64.36,58.59,-91.59,-1263.6,27.71,668.08,-7.06,116.66,-32.83,202.23,240.22,7,853.42,4,-260.12,12.39,5068.06,63.32,120.93,-2431.6,49.18,8.48,13826.27,10.95,-1690.44,-2684.02,-8.93
Rest,-66.14,231.99,Low,24122.52,6.72,-384.99,-5.8,-47.98,68.1,-664.38,-45.48,23.51,1290.42,-1.42,249.91,-27.63,187.32,285.82,4,360.19,9,-981.02,0.21,4232.88,-1492.98,281.34,-1948.1,36.6,1.34,16824.91,0.57,-1331.98,-2856.54,345.86
Europe,-65.32,235.44,Very low,22204.41,6.96,-278.28,-6.07,-123.5,34.23,402.18,-2158.11,24.94,1769.86,-5.3,533.23,-27.77,198.06,290.2,4,5478.56,4,-1601.42,0.29,3616.6,-668.84,159.9,-2495.72,38.14,10.12,16010.39,9.51,-1989.15,-1850.28,-8.93
Europe,-69.9,301.68,Medium,19219.74,18.96,-384.15,-11.78,-107.94,73.14,536.64,-650.55,23.37,1451.72,-7.4,225.71,-24.4,355.77,284.14,5,3493.24,6,-1443.22,0.02,4069.26,-378.84,64.2,-2363.62,42.56,14.28,20314.97,12.09,-1739.03,-2170.8,187.81
Europe,-40.54,173.79,Very low,30925.86,17.37,-338.34,-10.47,-75.94,52.35,1851.6,-1185.84,27.11,1224.7,-13.1,193.57,-33.66,82.77,241.88,4,3453.65,4,-2575.1,1.51,4793.12,-433.96,192.42,-2288.86,47.98,7.5,18235.03,26.4,-2121.75,-1359.44,-8.93
USA,-63.54,-108.9,Medium,11264.07,7.08,-156.51,-7.1,-86.78,53.58,651.96,-3458.61,23.22,1600.46,-6.14,358.07,-35.51,58.53,390.9,3,206,4,-1507.6,0.75,6024.88,-1368,-26.22,-1644.6,24.34,6.72,19387.5,6.9,-1231.84,-2819,296.81
Europe,-64.24,122.04,Medium,24665.01,27.57,-381,-12.47,-55.31,63.24,-158.49,-374.79,18.25,630.92,2.72,256.74,-26.56,130.23,209.8,3,5773.62,4,-1831,39.81,5423.28,-626.02,73.77,-2088.48,47.88,19.08,27252.83,20.64,-2047.53,-2138.76,240.96
USA,-66.76,-277.8,Very high,24331.62,4.32,-181.98,-5.15,-60.64,73.05,1303.98,-1068.09,23.86,1000.36,-5.92,-84.22,-27.14,207.36,209.1,3,3656.61,3,-1954.92,114.21,3860.9,-655.06,135.12,-2305.32,40.64,31.14,17175.03,10.41,-2264.84,-2801.78,242.66
Rest,-67.02,94.14,High,34448.07,-2.55,-266.82,-9.56,-72.3,59.61,1569.9,-1370.85,27.09,1026.46,-5.6,499.94,-25.13,272.82,330.62,4,4161.47,6,-1086.14,3.21,3738.04,27.18,176.49,-2512.22,43.04,9.14,20348.13,5.37,-2206.85,-2261.7,174.25
UK,-73.24,66.39,High,35446.68,-1.8,-298.23,-11.74,-69.34,58.47,1844.94,-1002.06,24.83,2048.34,3.4,-237.73,-30.29,205.14,444.64,4,949.96,3,-1322.88,0.06,4082.02,-664.74,147.54,-1659.28,46.72,14.16,12827.32,10.41,-1121.36,-1623.42,612.45
USA,-74.82,330.15,High,18976.47,21.24,-287.13,-5.6,-46.06,58.98,-976.35,-782.61,18.08,456.96,-3.92,771.43,-31.33,147.69,352.2,5,5422.97,3,-940.82,0.1,4130.98,-160.6,166.41,-464.94,63.24,10.98,23158.39,4.32,-1262.9,-2045.1,225.6
Europe,-80.12,219.48,Medium,26257.83,26.61,-224.01,0.33,-128.92,51.45,1751.34,-2013.69,22.84,1639.62,4.2,-215.88,-28.47,135.09,276.64,7,3334.44,4,-104.14,0.01,3985.48,-98.54,36.03,-3054,46.22,8.16,17403.65,8.25,-2220.76,-2131.76,301.22
Rest,-86.54,156.66,Medium,16019.52,9.48,-221.76,-5.78,-80.89,44.97,603.39,-391.98,23.37,1598.04,-5.78,721.71,-25.17,276.81,277.86,2,1622.62,5,-1684.14,0.56,2369.58,576.96,70.11,-2347.68,49.62,5.32,14710.76,14.67,-1883.87,-1498.22,130.77
Europe,-81.56,79.44,Very low,27531.72,-8.16,-516.21,-8.41,-163.67,59.7,505.32,-127.83,23.08,-295.82,-19.7,655.01,-26.84,278.13,320.76,8,5466.05,6,-1447,0.65,4130.6,-1875.54,224.4,-2319.02,49.24,8.24,13352.58,5.34,-1477.84,-1958.9,-8.93
USA,-80.2,266.7,High,17131.11,22.05,-415.14,-8.51,-79.94,73.44,81.78,-1002.57,22.89,1020.58,-6.5,306.05,-26.11,270.24,318.28,4,4791.75,5,-2163.86,3.07,3294.38,-779.16,188.88,-1461.04,50.86,2.76,17253.05,0.51,-2067.54,-1635.8,377.83
USA,-66.72,215.25,Medium,22663.29,10.08,-368.61,-9.22,-86.44,61.92,-205.92,-1759.68,26.5,1446.36,-5.8,165.61,-31.92,260.76,308.36,3,3794.37,4,-809,0.1,4585.06,-1050.92,189.09,-1350.54,37.64,9.16,6501.27,1.41,-1404.76,-2232.94,316.78
USA,-67.66,152.28,Very low,21248.91,18.9,-377.73,-6.33,-78.43,55.95,75.45,-3365.67,27.54,1673.9,-13.56,52.46,-28.06,43.08,280.16,3,5908.84,6,-1694.46,1.7,4402.38,-1475.98,175.74,-2993.62,46.98,7.72,28365.92,22.95,-1924.09,-1843.4,-8.93
UK,-71.06,224.58,Medium,24015.84,-5.58,-284.67,0.19,-61.58,55.23,-243.72,-366.75,24.11,1009.22,-17.6,620.41,-28.83,278.4,226.38,6,2307.19,5,-1619.48,0.09,3707.52,-881.22,145.83,-2559.7,41.96,2.62,16989.39,23.55,-2687.38,-1257.12,-8.93
Europe,-73.96,277.11,High,34335.36,1.08,-239.85,-7.35,-77.8,80.16,-1412.88,-1415.16,25.13,1301.36,-8.08,367.83,-25.33,285.27,366.36,5,2972.8,2,-1733.66,16.45,3822,-204.72,216,-2184.42,41.3,2.68,14847.02,6.48,-1993.35,-2015.38,26.29
Rest,-71.16,50.37,Very high,28953.03,-13.8,-430.47,-9.3,-64.83,54.21,729.99,-2604.87,21.99,1251.44,-3.9,169.59,-26.47,198.75,338.72,0,7788.52,4,-1097.32,0.25,6381.96,-1113.88,88.77,-1827.44,36.02,5.32,23263.85,8.82,-1795.97,-2555.82,266.23
UK,-74.18,334.11,Very high,18322.77,-5.55,-286.98,-10.25,-79.7,78.15,549.81,-2507.79,22.06,1690.94,-2.36,348.5,-27.04,255.21,203.74,6,9166.49,5,-2044.56,20.43,5019.4,-1166.64,-11.91,-2303.32,45.34,25.02,16727.85,30.72,-1946.43,-2439.66,-8.93
Europe,-63.38,151.53,Medium,15244.44,15.18,-169.17,-11.8,-59.06,56.49,-612.84,-2295.36,20.98,721.58,0.54,113.98,-24.1,273.24,276.82,5,2430.14,1,-1844.64,2.96,3857.96,129.9,203.73,-2551.74,43.68,14.8,17354.3,2.01,-1734.64,-2687.98,355.78
Rest,-78.84,221.52,Very high,29036.61,18.78,-299.85,-4.49,-4.69,73.62,52.17,-3050.85,32.63,2343.76,-7.02,187.45,-18.11,202.44,237.7,6,5984.36,3,-2210.96,0.18,5261.04,-1264.98,217.68,-2575.7,46.96,8.74,14205.64,1.47,-1614.87,-1962.86,88.56
USA,-67.32,221.64,Very low,16857.75,21.18,-295.05,-11.47,-112.42,51.39,-715.23,-1827.45,20.03,392.34,-3.64,400.41,-24.59,40.77,264.68,3,4689.58,5,-769.26,2.19,5172.5,-630.16,239.64,-1805.86,44.44,1.18,15308.31,5.28,-1680.27,-1297.4,252.4
USA,-69,92.49,High,14107.26,-1.08,-145.05,-10.12,-87.37,58.68,295.56,-1597.53,22.25,1309.2,-5.42,-118.92,-26.77,271.14,272.74,4,7105.45,6,-2336.06,4078.6,4177.2,-194.14,68.49,-1738.16,45.72,8.3,18783.67,23.4,-1461.35,-3304.56,116.77
Rest,-69.08,55.5,High,-4025.07,6.18,-249.12,-8.68,-27.68,53.07,-451.11,-1455.9,23.9,222.18,-9.04,116.7,-25.05,275.91,164.7,4,1116.17,4,-1971.04,3.28,4155.72,-1193.26,161.82,-3374.14,44.9,10.94,19226.81,24.33,-2553.81,-2516.28,18.35
Rest,-74.28,199.83,High,30852.39,1.8,-199.95,-8.67,-126.82,65.58,-127.38,-750.24,23.53,1749.92,-2.8,323.85,-14.43,255.3,227.3,2,4106,4,-2488,18.37,4102.12,-821.3,129.84,-1359.18,47.28,3.34,19371.91,9.3,-1116.69,-2741.2,184.93
Europe,-65.14,109.89,High,10757.85,20.43,-147.69,-6.62,-68.73,85.83,-6.84,-320.4,25.66,1027.48,-12.54,114.38,-26.49,119.37,265.32,3,2727.29,5,-2060.36,0.68,4076.86,302.74,42.72,-1944.64,46.56,3.24,17860.87,17.1,-1599.43,-2061.38,157.43
Rest,-70.26,257.52,Medium,37711.2,-7.23,-376.89,-12.69,-45.91,62.73,-562.41,-604.98,26.4,1363.56,-3.88,171.31,-25.05,223.2,235.84,5,1768.21,4,-1610.18,0.03,3771.28,-52.68,181.92,-2200.36,41.7,11.04,15752.08,1.32,-1786.75,-2372.4,113.63
UK,-71.42,197.55,High,16124.22,8.43,-226.65,-11.73,-131.44,55.29,569.1,-3633.33,22.64,316.7,-11.84,377.09,-26.15,67.41,285.6,7,169.94,2,-1709.84,10.94,4146.86,-592.1,144.27,-3404.14,49.36,1.76,19008.02,3.48,-1896.17,-3162.06,25.18
Rest,-70.12,204.78,Very high,14960.19,2.82,-170.22,-8.97,-124.26,39.99,1002.33,-2541.3,22.68,2295.6,-6.58,376.6,-26.04,182.25,237.28,1,4057.28,3,-2174.78,0.03,2807.5,-337.78,145.83,-1179.98,47.46,3.44,11590.59,12.03,-1678.6,-1894.22,182.14
Rest,-70.5,254.37,Very high,22564.35,-18.15,-276.99,-8.69,-92.28,59.19,850.29,345.54,23.88,1147.98,-2.98,117.25,-22.1,144.69,219.14,4,3613.66,3,534.38,7.46,4985.88,-527.44,117.27,-2153.26,35.9,11.44,26931.3,10.44,-1718.09,-1539.92,130.62
Rest,-71.58,182.88,Medium,12918.63,4.65,-276.72,-7.78,-99.99,49.62,-47.13,-654.39,22.9,772.82,-1.2,257.35,-29.39,149.01,265.46,1,2236.28,8,-2741.72,93.38,4015.12,300.92,-20.13,-2494.54,12.1,8.1,16936.4,17.67,-1892.97,-899.04,286.24
USA,-70.3,50.1,High,27706.02,10.05,-55.47,-12.19,-111.32,60.06,2070.33,-2033.43,19.82,550.56,-11.38,39.4,-27.37,281.88,401.3,3,-4080.55,2,-3774.76,0.23,5000.46,-1135.22,148.62,-1364.42,45.84,18.42,21089.07,4.08,-1986.02,-3040.42,201.99
Europe,-57.6,245.46,Very high,26165.64,11.73,-115.65,-5.62,-92.99,59.97,60.6,-828.54,17.33,1179.72,-4.16,388.95,-19.41,250.2,434.92,6,-1063.21,3,-978.88,0.08,3923.26,-1428.1,294.81,-2134.52,46.22,2.74,23004.73,10.92,-2216.43,121.98,247.3
Rest,-84.6,276.69,Medium,27491.64,24.48,-358.98,-12.17,-103.98,70.8,1748.64,-1166.64,24.95,1730.6,-9.32,278.83,-19.04,331.11,282.2,5,-1932.59,4,-2179.6,0.31,4916.94,-822.1,-38.31,-2495.66,48.62,9.8,22072.62,3.72,-2082.91,-1565.66,76.07
USA,-51.58,191.85,Medium,27711,12.42,-190.68,-14.15,-128.96,69.6,-853.98,-500.43,24.51,814.86,-23.82,-75.09,-24.06,265.35,235.22,7,-521.99,3,-1837,5.41,2468.16,173.86,175.74,-1832.78,50.82,2.34,17802.57,8.1,-1876.94,-2111.3,-8.93
UK,-77.12,234.63,Medium,15809.16,-2.28,-319.62,-8.17,-101.7,51.99,-5.76,-1728.66,19.58,2131.76,-5.44,331.43,-25.96,216.12,330.68,4,5109.37,6,-1678.78,0,2443.66,-1335.6,266.04,-3034.2,48.58,8.3,12313.41,2.64,-1741.28,-2366.62,685.57
UK,-71.22,202.26,High,22367.28,-1.08,-174.36,-11,-79.28,54.6,653.22,-1003.38,27.06,-446.6,-6.1,412.22,-23.85,356.01,257.48,5,-2787.31,2,2659.6,0.26,4085.4,-149.84,172.74,-1692.54,39.8,2.88,18566.08,15.3,-2113.12,-1543.22,52.25
Europe,-72.56,351.3,Medium,37182.87,15.42,-269.52,-7.58,-112.58,48.75,1134.84,23.7,19.25,649.04,3.04,-137.76,-20.94,262.74,284.86,5,6470.46,2,-4376.32,0.08,3467.92,-951.42,237.54,-2329.24,50.76,5.8,16642.08,12.96,-1869.73,-2308.78,27.22
Rest,-69.82,194.04,High,29518.47,14.34,-389.46,-7.45,-45.58,62.52,-905.31,-975.18,20.53,1735.24,-12.22,37.72,-23.17,115.02,301.14,5,6338.92,3,-1236.76,0.93,4327.88,230.12,96.66,-2523.34,40.62,20.74,28811.01,12.93,-1960.84,-1266.86,-8.93
USA,-70.6,175.29,Low,30216.81,1.5,-403.44,0.28,-63.21,57.36,-462.48,-3255.66,22.81,1717.08,-1.08,-361.94,-30.85,272.43,363.12,4,6161.03,4,-2755.46,1.24,3913.38,-1240.94,80.01,-3053.3,50.96,14.3,16515.41,20.67,-1744.97,-2000.38,-3.66
USA,-65.7,236.04,Very low,20928.39,29.97,-406.77,-7.64,-85.38,53.04,238.47,-3027.42,25.17,1746.94,-8.7,550.74,-25.29,178.38,259.76,4,-1290.28,3,-1651.26,0.17,3314.14,44.92,182.85,-1952.62,52.3,11.74,21425.01,1.98,-1487.64,-3034.68,116.72
UK,-71.58,210.93,Very high,20026.23,-3.06,-176.4,-8.96,-11.09,57.96,338.91,-1665.57,24.87,1582.86,-9.08,160.9,-20.68,179.46,221.18,4,1663.82,6,-116,0.67,4293.66,-633.34,283.23,-1988.66,55.1,6.16,19674.02,20.28,-2109.06,-2778.94,307.49
UK,-71.12,221.07,Low,24792.12,14.4,-262.92,-8.61,-68.34,50.37,-60.69,-594.06,24.46,2152.38,-13.86,391.79,-26.35,267.36,286.02,9,-294.09,5,-1919.8,3.74,5455.78,-511.08,-21.03,-2614.22,46.34,4.5,17738.82,5.55,-2160.7,-1488.16,-8.93
USA,-73.52,96.96,Low,21912.24,6.12,-270.57,-10.78,-90.26,56.73,-700.89,-722.52,25.98,2360.56,4.72,-240.37,-24.94,159.78,315.76,5,6542.63,6,-26.78,312.59,4841.5,-1554.96,12.57,-2950.72,47.62,3.34,16369.17,5.1,-1810.68,-2094.52,364.89
UK,-67.42,245.58,Very low,28234.65,13.32,-179.37,-2.97,-69.97,41.19,858.21,-1857.12,19.75,529.42,-6.96,326.13,-23.39,158.82,341,5,-739.37,3,-2116.32,6.74,5021.86,-1184.18,303.18,-2395.2,46.96,9.02,15987.02,8.4,-1753.76,-2910.62,-7.74
UK,-76.9,284.79,Low,23766.66,23.04,-251.58,-8.61,-114.03,62.91,48.69,-1496.67,22.23,2239.74,-5.24,256.41,-24.1,256.08,302.3,2,480.01,2,-1481.3,0.07,3572.5,-1295.34,103.17,-2348.64,51.82,8.84,21977.7,10.65,-1892.94,-1810.36,200.19
USA,-70.8,256.92,High,26581.8,6.18,-480,-8.67,-26.24,59.16,267.15,-2139.09,22.57,899.3,-0.38,397.44,-21.24,389.22,323.58,6,1759.42,4,228.04,3.01,5296.7,-885.72,104.7,-2259.62,41.04,4.62,17365.41,19.89,-2145.18,-2565.42,79.89
Rest,-80.66,258.54,Very high,24737.91,37.47,-328.47,-8.87,-73.29,78.84,710.94,-1144.71,22.07,1683.4,-10.38,-117.23,-28.3,120.54,385.76,1,2073.85,3,-2208.56,29.88,3055.18,-183.26,148.44,-2482.92,46.18,3.62,10606.65,7.98,-1946.47,-2128.46,172.46
UK,-67.18,174.27,Very low,23996.31,-4.2,-263.37,-9.18,-73.99,47.22,1901.43,-1444.56,23.84,1591.16,2.06,96.02,-24.98,252.18,318.26,4,79.17,2,-2445.76,0.05,4486.98,-541.32,64.65,-1481.52,54.02,7.48,17833.73,7.92,-1925.41,-1527.28,244
Rest,-71.52,-8.52,Very low,29052.78,15.9,-236.4,-15.52,-59.59,39.24,1055.16,-2237.64,19.94,-733.36,-5.98,308.05,-26.27,229.08,242.14,5,2393.54,4,277.08,2.18,4363.94,-563.76,303.15,-991.18,48.42,13.72,16553.44,10.47,-1856.62,-1610.64,-4.31
Rest,-83.44,116.58,High,23544.27,11.22,-363.93,-6.43,-72.17,60.9,1233.09,-1487.82,19.57,1424.22,-7.42,-16.82,-27.26,341.97,352.02,4,2474.81,5,-1975.6,3.21,4779.1,-580,228.78,-2653.56,55.66,1.54,26816.93,36.69,-2058.93,-2593.44,-8.93
Rest,-74.48,178.71,Low,27240.39,-2.13,-250.11,-9.4,-81.37,48.54,-1283.52,-1079.67,17.1,334.28,-10,-106.35,-30.59,223.44,282.62,6,1145.99,3,-490.12,49.33,4129.44,1073,61.35,-2557.48,42.06,6.34,17663.98,5.28,-1931.02,-1870.26,-7.04
Europe,-72.36,331.65,Very low,7731.87,1.65,-146.22,-8.56,-110.37,50.28,131.37,-2113.26,19.76,1159.26,-9.56,299.44,-26.29,-33.09,409.44,4,2886.79,4,-1151.4,4.27,3808.62,-106.3,243.9,-2272.12,38.3,13.16,16084.8,23.76,-1333.68,-1426.1,-8.93
Rest,-69.42,36.15,Very high,1969.68,-23.76,-358.23,-5.31,-82.83,68.31,457.26,-1240.2,22.36,1666.14,-9.82,104.14,-27.38,88.74,426.62,3,3418.34,5,-1472.44,0,3917.84,-671.3,43.98,-1964.72,39.08,3.38,16401.41,7.62,-2051.47,-2002.72,209.87
Europe,-73.66,195.72,Low,16453.02,6.51,-162.45,-8.01,-30.24,43.77,878.37,-496.59,28.41,648.6,-9.94,406.86,-37.71,223.08,272.5,3,3629.85,5,-1836.1,221.04,3986.74,-302.52,167.79,-2050.76,43.26,9.54,18787.14,21,-465.35,-1597.52,-8.93
Europe,-70.44,303.21,Very low,21824.16,9.87,-259.17,-10.66,-61.85,58.98,698.88,-222.6,24.25,1223.02,-4.34,31.68,-27.8,335.91,286.02,4,3685.39,6,-1266.88,0.01,4140.2,128.02,172.83,-2290.8,30.18,8.64,18132.53,3.42,-2036.56,-2261.18,391.56
Europe,-68.34,154.71,Very high,32156.58,1.8,-428.79,-10.78,-67.95,64.74,1176.15,-1140.81,24.01,1471.76,-2.78,153.35,-27.34,268.17,313.86,4,5071.5,3,-2000.92,2.7,4259.8,-1285.6,153.84,-1319.06,44.5,14.98,28699.21,7.89,-1644.64,-1258.78,405.24
USA,-72.9,268.35,Very low,22947.69,5.28,-112.29,-9.19,-101.14,66.72,-949.98,-2036.13,21.68,2093.28,-2.9,-140.21,-27.42,259.38,186.3,1,4953.65,2,-1536.08,12.69,4591.04,-1207.28,254.43,-1380.06,49.92,6.26,21290.23,13.86,-1387.56,-2518.9,95.69
UK,-75.62,93.06,Medium,20505.93,8.04,-357.15,-5.68,-74.32,49.08,1312.26,-3417,19.39,836.02,-3.36,362.63,-30.48,314.88,327.18,6,3358.52,1,-1409.3,7.92,3526.98,-1261.6,164.22,-2393.68,34,10.8,15255.17,7.53,-2329.72,-2405.54,18.26
Rest,-65.02,202.32,Low,16367.85,18.99,-193.14,-14.22,-88.68,55.68,1057.68,-1838.1,27.36,1110.36,-4.92,185.92,-27.83,273,125.96,4,3676.35,2,-1460.94,0.23,3059.32,-789.58,32.1,-1754.72,33.26,21.36,9839.36,13.92,-1825.15,-1693.48,-3.27
UK,-67.92,247.29,Very high,25932.42,-0.09,-343.77,-11.84,-103.08,81.72,-139.05,-1854.87,23.72,1222.1,-7.28,345.95,-24.76,157.17,290.34,5,4943.64,6,-709.1,0.41,5549.06,-297.94,26.97,-561.4,47.28,8.68,25578.86,2.25,-2162.04,-1759.96,694.84
USA,-73.54,306.63,Medium,12783.27,-27.12,-215.97,-4.96,-74.63,69.66,187.77,-1207.59,22.22,1232.86,-10.36,465.77,-25.1,135.3,350.52,4,6780.45,4,11.72,3.01,4352.58,1168.8,36.75,-1731.5,48.2,11.86,22437.4,6.06,-1719.76,-2762.38,140.91
